name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Nicholson Excavating LLC","326 Christie Ln, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(641) 781-0019","NO","","4.4","11","general_contractor","NEW","",""
"Fast Drywall, Inc.","699 Sherrylynn Blvd #35, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 300-0082","NO","","5","1","general_contractor","NEW","",""
"Elder Corporation","5088 E University Ave, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 266-3111","YES","http://www.eldercorp.com/","4","47","general_contractor","NEW","",""
"D. Wright Construction","325 Garfield St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-0760","YES","https://dwrightconstruction.com/","N/A","0","general_contractor","NEW","",""
"Mike killen construction","1679 140th Ave, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 480-6082","YES","http://mikekillenconstruction.org/?utm_source=gmb&utm_medium=referral","5","31","general_contractor","NEW","",""
"Hibbs Excavating & Grading Inc","12186 Carpenter St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 240-6400","YES","http://hibbsexcavating.com/","5","1","general_contractor","NEW","",""
"JCL General Construction LLC","216 E 16th St N, Newton, IA 50208, USA","Newton","IA","50208","(641) 261-7654","YES","http://www.jclgeneralconstructionllc.com/","5","13","general_contractor","NEW","",""
"B Rohan Drywall LLC","7037 S23 Hwy, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 988-3071","NO","","5","2","general_contractor","NEW","",""
"Journey Construction","550 S 2nd St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 489-0009","YES","http://journeyia.com/","5","1","general_contractor","NEW","",""
"BASEMENT WALL SUPPORT","Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 499-7440","NO","","5","1","general_contractor","NEW","",""
"Sandstone Management, LTD","20 Vine St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-0557","YES","https://www.sandstonemgmt.com/","2.7","9","general_contractor","NEW","",""
"Andersen Construction & Remodeling LLC","8978 SE 48th Ave, Runnells, IA 50237, USA","Runnells","IA","50237","(319) 491-5825","YES","https://www.andersenconstructionia.com/","5","1","general_contractor","NEW","",""
"Clark's Construction","300 N 3rd St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-3298","NO","","N/A","0","general_contractor","NEW","",""
"Fleishman Fine Cabinetry","150 Jefferson St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-9819","NO","","3","2","general_contractor","NEW","",""
"Jasa Construction & Remodeling","1721 North St, Perry, IA 50220, USA","Perry","IA","50220","(515) 418-1603","YES","http://jasaconstructionremodelingcompanyllc.com/","5","5","general_contractor","NEW","",""
"RT Contracting","1207 Pattee St, Perry, IA 50220, USA","Perry","IA","50220","(515) 650-1826","YES","http://www.rtcontractingiowa.com/","5","1","general_contractor","NEW","",""
"Lientz Construction","17650 J Ave, Perry, IA 50220, USA","Perry","IA","50220","(515) 465-4539","NO","","5","1","general_contractor","NEW","",""
"Bob the Builder LLC","K Ave, Perry, IA 50220, USA","Perry","IA","50220","(515) 577-4468","NO","","4.3","6","general_contractor","NEW","",""
"New Age Concrete Inc","17104 K Trail, Perry, IA 50220, USA","Perry","IA","50220","(515) 726-0706","YES","https://newageconcreteincia.com/","5","17","general_contractor","NEW","",""
"Harland Concrete","18263 130th St, Perry, IA 50220, USA","Perry","IA","50220","(515) 979-2489","YES","http://harlandconcrete.com/","5","4","general_contractor","NEW","",""
"S & C Contracting","104 Cedar Ave, Woodward, IA 50276, USA","Woodward","IA","50276","(515) 259-0043","YES","https://concretecontractorcentraliowa.com/","5","36","general_contractor","NEW","",""
"Josh of All Trades, LLC","1830 L Ave, Woodward, IA 50276, USA","Woodward","IA","50276","","YES","http://joshofalltrades.com/","5","20","general_contractor","NEW","",""
"Joe's One Call On Call LLC.","523 Warford St, Perry, IA 50220, USA","Perry","IA","50220","(515) 370-2331","NO","","N/A","0","general_contractor","NEW","",""
"A&E Fence","1903 5th St, Perry, IA 50220, USA","Perry","IA","50220","(515) 901-9982","YES","https://www.aefences.com/","5","1","general_contractor","NEW","",""
"RCI Builders","28059 Fairground Rd, Adel, IA 50003, USA","Adel","IA","50003","(515) 314-5650","YES","http://www.rcibuildersinc.com/","5","7","general_contractor","NEW","",""
"Skokan Construction Inc","219 W 11th St N, Newton, IA 50208, USA","Newton","IA","50208","(641) 792-5167","NO","","5","3","general_contractor","NEW","",""
"Quality Builders","1406 N 4th Ave E, Newton, IA 50208, USA","Newton","IA","50208","(641) 792-6255","NO","","4","3","general_contractor","NEW","",""
"Goemaat Construction","1502 E 6th St S South, Newton, IA 50208, USA","Newton","IA","50208","(641) 891-5988","NO","","1.8","5","general_contractor","NEW","",""
"Swank Construction, Inc.","2385 S 60th Ave E, Newton, IA 50208, USA","Newton","IA","50208","(641) 787-9168","NO","","4","5","general_contractor","NEW","",""
"T.B.A Handyman Service certified maintenance technician.","619 E 10th St N, Newton, IA 50208, USA","Newton","IA","50208","(641) 781-2133","NO","","5","2","general_contractor","NEW","",""
"Kunkel Construction","102 N Main St, Baxter, IA 50028, USA","Baxter","IA","50028","(641) 209-2163","YES","http://kunkelconstruction.net/","5","5","general_contractor","NEW","",""
"Shetler Construction, LLC","509 Friendly Dr, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 351-5404","YES","https://m.facebook.com/ShetlerConstructionLLC/","5","1","general_contractor","NEW","",""
"Hay Construction Services","16 S 18th Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-3551","YES","http://hay-construction.com/","4.7","6","general_contractor","NEW","",""
"DC Construction LLC","10 E Ingledue St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 758-4328","NO","","5","5","general_contractor","NEW","",""
"Albee Construction Inc.","2509 S 8th St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 381-5505","YES","http://albeeconstructioninc.com/","5","2","general_contractor","NEW","",""
"Welker Construction Co","306 S 17th Ave #2, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-0100","NO","","5","1","general_contractor","NEW","",""
"Simms Construction","811 Iowa Ave W B, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 758-3113","NO","","4","4","general_contractor","NEW","",""
"LeRoy Morford Construction Co.","715 W Madison St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 750-5122","NO","","4.2","5","general_contractor","NEW","",""
"Weidner Construction Inc.","2607 255th St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-6665","NO","","4","1","general_contractor","NEW","",""
"Legacy Home Designs","815 N 3rd Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(833) 543-5353","YES","https://www.facebook.com/share/1AYWXudTqH/?mibextid=wwXIfr","N/A","0","general_contractor","NEW","",""
"Boone Construction Inc","315 8th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 433-9522","NO","","5","3","general_contractor","NEW","",""
"Dean Synder Construction","2600 8th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-3301","NO","","5","1","general_contractor","NEW","",""
"R H Grabau Construction Inc","871 P Ave, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-6935","YES","https://grabauconst.com/","3","4","general_contractor","NEW","",""
"Molitor Construction, LLC","2528 Eastgate Dr, Boone, IA 50036, USA","Boone","IA","50036","(515) 298-1268","YES","https://molitorconstruction.com/","5","4","general_contractor","NEW","",""
"Handy Help homes","Greene St, Boone, IA 50036, USA","Boone","IA","50036","(515) 766-1617","NO","","5","3","general_contractor","NEW","",""
"Rolph Handyman Services","1041 156th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 815-5414","YES","https://www.facebook.com/share/FuUdTWTZNrMc8BmN/?mibextid=wwXIfr","5","10","general_contractor","NEW","",""
"Boucher Masonry Contracting","2141 Mamie Eisenhower Ave, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-8205","NO","","5","1","general_contractor","NEW","",""
"Stecker Concrete Inc.","916 Argo St, Boone, IA 50036, USA","Boone","IA","50036","(515) 298-5347","YES","https://www.steckerconcreteinc.com/","5","56","general_contractor","NEW","",""
"Swift","2128 Mamie Eisenhower Ave, Boone, IA 50036, USA","Boone","IA","50036","(515) 750-1455","YES","https://theswiftrestoration.com/?utm_campaign=gmb","5","23","general_contractor","NEW","",""
"Haan Services LLC","915 Van Fleet St, Kelley, IA 50134, USA","Kelley","IA","50134","(515) 720-7081","YES","https://haanservices.com/","4.9","43","general_contractor","NEW","",""
"Bennett Construction","Boone, IA 50036, USA","Boone","IA","50036","(515) 298-1049","NO","","N/A","0","general_contractor","NEW","",""
"Nossaman Construction Inc","200 Idaho Dr, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-4394","YES","http://www.nossamanconstruction.com/","5","1","general_contractor","NEW","",""
"2B Constructed Inc","612 Country Side Ln, Pella, IA 50219, USA","Pella","IA","50219","(641) 629-0558","YES","http://www.2bconstructedinc.com/","5","1","general_contractor","NEW","",""
"KLK Construction","646 Hwy T14, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-1939","YES","https://klkconstruction.com/","4.8","6","general_contractor","NEW","",""
"Hooyer Construction Inc","1109 Roosevelt Rd, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-1578","NO","","4.5","4","general_contractor","NEW","",""
"PellaKin","801 485th Ave, Searsboro, IA 50242, USA","Searsboro","IA","50242","(641) 204-1633","YES","http://pellakin.com/","5","4","general_contractor","NEW","",""
"Brackin Land Improvement Inc","1758 Cordova Ave, Pella, IA 50219, USA","Pella","IA","50219","(641) 626-3955","NO","","5","1","general_contractor","NEW","",""
"Pella Concrete Contractors, Inc.","669 Hwy T14, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-3753","YES","http://pellaconcretecontractors.com/","4","9","general_contractor","NEW","",""
"Numark Building Corporation","102 E 15th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-2260","YES","http://numarkbuildings.com/","3.5","6","general_contractor","NEW","",""
"Vande Noord Construction Inc","501 Park Ln, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-1918","NO","","5","1","general_contractor","NEW","",""
"Pella Buildings","906 W 9th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-9300","YES","https://www.pellabuildings.com/","5","2","general_contractor","NEW","",""
"Peterson Tiling and Excavating","1293 Dean Ave, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-6800","YES","http://petersontiling.com/","2.3","3","general_contractor","NEW","",""
"Sterk Excavating Inc","1087 200th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 416-0110","NO","","5","1","general_contractor","NEW","",""
"Manatts Inc.","2446-, 2498 Old State Hwy 163, Pella, IA 50219, USA","Pella","IA","50219","(641) 620-1228","YES","https://www.manatts.com/","4.2","10","general_contractor","NEW","",""
"Dugger Construction Inc","647 210th Ave, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-4110","NO","","N/A","0","general_contractor","NEW","",""
"Ewing Properties","2521 Washington St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-1077","NO","","5","1","general_contractor","NEW","",""
"Pro-Line Building Company","1385 US-63, New Sharon, IA 50207, USA","New Sharon","IA","50207","(641) 637-4035","YES","https://www.plbco.com/","4.7","12","general_contractor","NEW","",""
"Terpstra Woodworking & Remodeling","727 210th Ave, Pella, IA 50219, USA","Pella","IA","50219","(641) 613-3067","YES","http://terpstrawoodworking.com/","5","3","general_contractor","NEW","",""
"Beekman Home Improvement","171 Terrace Dr, Otley, IA 50214, USA","Otley","IA","50214","(712) 358-3636","NO","","5","1","general_contractor","NEW","",""
"Jansen's Decorating & Kitchens","614 Franklin St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-4247","YES","https://jansensdecoratingandkitchens.com/","4.8","4","general_contractor","NEW","",""
"Sereg Builders Inc","209 A Ave W, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 660-7715","YES","http://seregbuilders.com/","3","2","general_contractor","NEW","",""
"Victory Construction","2515 255th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 660-2879","NO","","5","3","general_contractor","NEW","",""
"Charles Ridenour Construction","2040 Indian Way, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 672-2629","NO","","5","1","general_contractor","NEW","",""
"Master Builders of Oskaloosa Inc","1967 Suffolk Rd, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 295-4467","NO","","5","1","general_contractor","NEW","",""
"Gleason Family Construction","2440 Queens Ave, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 455-4240","YES","https://gleasonfamilyconstruction.com/","2.3","3","general_contractor","NEW","",""
"Christner Contracting Inc","17587 US-34, Ottumwa, IA 52501, USA","Ottumwa","IA","52501","(641) 684-0648","YES","http://www.christnercontracting.com/","4.8","22","general_contractor","NEW","",""
"Dickinson Co Inc","1616 D Ave W, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-3256","NO","","5","1","general_contractor","NEW","",""
"R & B Construction Inc","2532 Jewell Ave, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-6515","NO","","5","3","general_contractor","NEW","",""
"Mike Lanphier Property Services","2138 230th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 660-1607","NO","","4.7","3","general_contractor","NEW","",""
"Exodus Excavating","304 S 3rd St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 569-0667","YES","http://www.exodusexcavating.com/contact/","5","2","general_contractor","NEW","",""
"G & S Construction","2442 225th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 672-1537","NO","","N/A","0","general_contractor","NEW","",""
"Booy Construction LLC","1409 Westfield Dr, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-8025","NO","","N/A","0","general_contractor","NEW","",""
"Denham Construction LLC","1505 A Ave E Suite A, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(515) 635-7484","NO","","N/A","0","general_contractor","NEW","",""
"Sereg Builders Inc","512 3rd Ave W, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 660-7715","YES","http://seregbuilders.com/","N/A","0","general_contractor","NEW","",""
"AnchorPoint Home Solutions, LLC","1963 IA-137, Albia, IA 52531, USA","Albia","IA","52531","(641) 931-0818","YES","https://www.facebook.com/share/16kEDaUuVM/?mibextid=wwXIfr","5","1","general_contractor","NEW","",""
"Grinnell Remodeling Inc","1424 West St, Grinnell, IA 50112, USA","Grinnell","IA","50112","(641) 325-1272","YES","http://www.grinnellremodeling.com/","N/A","0","general_contractor","NEW","",""
"SMC Construction Services LLC","1412 N Grant St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 891-4925","NO","","N/A","0","general_contractor","NEW","",""
"Bassett Excavating Incorporated","406 W, Reno St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 943-3049","YES","https://bassettexcavatinginc.com/","5","3","general_contractor","NEW","",""
"Tile Master - ""Custom Builders of Iowa""","1904 Madelyn Dr, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 820-1225","NO","","5","2","general_contractor","NEW","",""
"Fischer Remodeling LLC","722 E Marion St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 484-0098","NO","","N/A","0","general_contractor","NEW","",""
"Timberline Diversified, Inc.","402 N Kent St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-5588","NO","","3.5","4","general_contractor","NEW","",""
"Shilling Excavating Inc & Septic Service","2105 IA-14, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 891-6995","YES","http://shillingexcavating.com/","5","5","general_contractor","NEW","",""
"Ideal Ready Mix Co., Inc.","2216 E Main St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-2162","YES","http://www.idealrm.com/index.php","5","3","general_contractor","NEW","",""
"Bassett Excavating Inc","2047 Poplar St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 943-3049","YES","https://bassettexcavatinginc.com/","N/A","0","general_contractor","NEW","",""
"Goodfeelings","710 W Main St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 891-3379","NO","","N/A","0","general_contractor","NEW","",""
"Big Timber Enterprise LLC","1288 132nd Pl, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 218-4348","NO","","1","2","general_contractor","NEW","",""
"WrightBuild Homes","22550 200th Ave, Lacona, IA 50139, USA","Lacona","IA","50139","(515) 423-0598","YES","http://www.wrightbuild.org/","5","5","general_contractor","NEW","",""
"Hopley Builders Inc","27643 250th St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 992-3640","YES","http://www.hopleybuilders.com/","5","1","general_contractor","NEW","",""
"Dallas Construction Corporation","800 Adair St, De Soto, IA 50069, USA","De Soto","IA","50069","(515) 834-2900","NO","","5","1","general_contractor","NEW","",""
"Nelson Hawbaker Building Inc","27268 270th St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 612-7217","NO","","5","3","general_contractor","NEW","",""
"Des Moines Excavating","30033 Zippy Dr, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 471-3333","YES","https://desmoinesexcavating.com/","5","2","general_contractor","NEW","",""
"K&K Spray Foam And Construction","32179 200th St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(712) 210-3777","NO","","5","2","general_contractor","NEW","",""
"Concrete Impressions","26082 R Ave, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 669-9904","NO","","5","2","general_contractor","NEW","",""
"Dream Home Solutions","204 Maple Dr, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 250-7999","YES","https://www.facebook.com/DreamHomeIowa/","5","3","general_contractor","NEW","",""
"NexGen Baths","613 1st St, Redfield, IA 50233, USA","Redfield","IA","50233","(515) 344-4144","YES","https://www.nexgenbaths.com/","5","74","general_contractor","NEW","",""
"Behr Construction","28901 R Ave, Adel, IA 50003, USA","Adel","IA","50003","(515) 993-4922","YES","https://www.behrthebuilder.com/","5","6","general_contractor","NEW","",""
"Chapmam Built Decks","911 Bryan St, Adel, IA 50003, USA","Adel","IA","50003","(515) 446-0700","NO","","4.4","7","general_contractor","NEW","",""
"Four Seasons Solutions","27963 Fairground Rd, Adel, IA 50003, USA","Adel","IA","50003","(515) 238-2481","YES","https://fourseasonsia.com/","5","8","general_contractor","NEW","",""
"All Basements and More of Adel","1315 Pleasant St, Adel, IA 50003, USA","Adel","IA","50003","(515) 674-2801","YES","https://allbasementsandmore.com/","5","52","general_contractor","NEW","",""
"Turnkey Construction","33376 Timber Hills Dr, Adel, IA 50003, USA","Adel","IA","50003","(515) 202-6644","YES","http://turnkeyconstructioniowa.com/","1","2","general_contractor","NEW","",""
"Beal Development Corporation","2121 Greene St APT B27, Adel, IA 50003, USA","Adel","IA","50003","(515) 993-4799","NO","","5","3","general_contractor","NEW","",""
"Monarch Poured Walls","28901 R Ave, Adel, IA 50003, USA","Adel","IA","50003","(515) 993-3076","NO","","4.6","9","general_contractor","NEW","",""
"Heartland Handcrafted","1418 Rapids St, Adel, IA 50003, USA","Adel","IA","50003","(816) 262-4404","YES","https://www.heartlandhandcrafted.com/","4","4","general_contractor","NEW","",""
"Southbridge Townhomes by D.R. Horton","2211 Bugge Drive, Adel, IA 50003, USA","Adel","IA","50003","(515) 436-4173","YES","https://www.drhorton.com/iowa/des-moines/adel/southbridge-townhomes?utm_source=googlemybusiness&utm_medium=organic&utm_content=365-50&utm_campaign=GMB","5","10","general_contractor","NEW","",""
"Outland","24768 US-6, Adel, IA 50003, USA","Adel","IA","50003","(712) 210-6061","YES","https://www.outlandrenew.com/","5","2","general_contractor","NEW","",""
"Ullmann Construction","639 N Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(641) 251-1438","YES","https://www.ullmannconstruction.com/","5","9","general_contractor","NEW","",""
"Doty Construction","65173 260th St, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 290-3293","NO","","5","1","general_contractor","NEW","",""
"Mid-States Millwright and Builders","1300 S B Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 382-6280","YES","https://midstatescompanies.com/","4.2","5","general_contractor","NEW","",""
"OnTrack Construction","1435 W F Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(888) 850-0208","YES","https://www.ontrackconstructioniowa.com/","3.7","3","general_contractor","NEW","",""
"Milam Concrete & Construction, Inc.","1505 2nd St, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 460-4305","YES","https://rymaps.xyz/business/milam-concrete-construction-inc-h9ku4w","4.3","12","general_contractor","NEW","",""
"Central Iowa Building Systems","614 W 18th St, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 382-4494","YES","https://cibsiowa.us/","N/A","0","general_contractor","NEW","",""
"Nevada Excavating","2125 10th St Pl, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 215-0287","NO","","2.3","3","general_contractor","NEW","",""
"Hetzler & Rhodes Concrete","51 W M Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 382-2682","NO","","3","2","general_contractor","NEW","",""
"Thompson Construction & Sons","1527 Detroit St, Ellsworth, IA 50075, USA","Ellsworth","IA","50075","(515) 836-4559","YES","https://www.thompsoniowa.com/","5","8","general_contractor","NEW","",""
"Alexander Masonry","1603 10th St #607, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 203-0660","YES","http://www.alexandermasonry.biz/","4","1","general_contractor","NEW","",""
"Storey Home Improvement LLC.","910 West St, Colo, IA 50056, USA","Colo","IA","50056","(515) 203-0090","YES","http://storeyhomeimprovement.com/","4.3","9","general_contractor","NEW","",""
"Handeland Construct LLC","52842 320th St, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 231-6739","YES","https://handelandconstruct.com/","5","24","general_contractor","NEW","",""
"Bella Homes LLC","506 E 1st St, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 597-3350","YES","http://www.bellahomesiowa.com/","4.7","7","general_contractor","NEW","",""
"Complete Construction Works","200 Ridgewood Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 290-7307","YES","https://www.completecw.com/contact-3","N/A","0","general_contractor","NEW","",""
"Pro Commercial, LLC","405 S Main Ave, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 597-4700","YES","https://pro-commercial.com/home/","3","6","general_contractor","NEW","",""
"Pacific Drywall Corporation","105 Snyder Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 669-4811","NO","","4.3","6","general_contractor","NEW","",""
"Extreme Concrete","506 E 1st St # B, Huxley, IA 50124, USA","Huxley","IA","50124","(641) 416-0807","YES","https://www.facebook.com/pages/Extreme-Concrete/240792116077827","5","1","general_contractor","NEW","",""
"R Peterson Construction","32364 585th Ave, Cambridge, IA 50046, USA","Cambridge","IA","50046","(515) 240-7100","YES","http://rpetersonconstruction.com/","N/A","0","general_contractor","NEW","",""
"Peterson Builders","55418 310th St, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 597-3080","NO","","N/A","0","general_contractor","NEW","",""
"Avalos Concrete LLC","106 National Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 686-7381","NO","","N/A","0","general_contractor","NEW","",""
"Roger Roberts Construction","2450 US-169, Winterset, IA 50273, USA","Winterset","IA","50273","(641) 344-8455","YES","http://www.rrc.builders/","5","4","general_contractor","NEW","",""
"Five Oaks Construction & Handyman Services","2407 Millstream Ave, Winterset, IA 50273, USA","Winterset","IA","50273","","YES","https://m.facebook.com/FiveOaksCHS/?ref=bookmarks","5","1","general_contractor","NEW","",""
"Corkrean Construction","65 E Jefferson St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 988-9613","YES","https://www.corkreanconstruction.com/","5","1","general_contractor","NEW","",""
"Stromax Homes & Construction","406 E Madison St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 209-2815","YES","https://www.stromaxconstruction.com/","4","5","general_contractor","NEW","",""
"Tnt Contracting Renovations","2318 N 8th Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-9813","NO","","N/A","0","general_contractor","NEW","",""
"P & P Contractors","2687 Homestead Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 975-9229","NO","","5","1","general_contractor","NEW","",""
"Connolly Crest Construction","708 W Mills St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-0147","YES","http://connollycrestconstruction.com/","N/A","0","general_contractor","NEW","",""
"Anchored Walls, Inc.","1962 IA-92, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-2422","YES","https://www.anchoredwalls.com/","4.9","248","general_contractor","NEW","",""
"SJS Premier Buildings","60 E Green St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 490-3077","YES","https://sjspremierbuildings.com/","3","1","general_contractor","NEW","",""
"Frontier Construction Inc","2156 N River School St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 240-1355","NO","","3","2","general_contractor","NEW","",""
"Northwest Sheet Metal Inc.","500 E Lane St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 422-4406","NO","","5","2","general_contractor","NEW","",""
"Draman Drywall Inc","1939 US-169, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-3296","NO","","5","1","general_contractor","NEW","",""
"Payne Building Systems","1514 W Court Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 729-0747","NO","","N/A","0","general_contractor","NEW","",""
"Newcastle Home Builders","Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-2093","YES","https://www.newcastlehomebuilders.com/","5","1","general_contractor","NEW","",""
"Alexander Construction","618 Highway 16992, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-4516","NO","","N/A","0","general_contractor","NEW","",""
"J3 Homes","1309 Oakwood Dr, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 954-0429","YES","https://j3homesiowa.com/","5","4","general_contractor","NEW","",""
"Nissen Construction","1203 W Broadway St, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 490-6575","NO","","N/A","0","general_contractor","NEW","",""
"Fundamental GC Services","905 W Bridge Rd, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 329-3002","YES","https://www.fundamentalgcservices.com/","N/A","0","general_contractor","NEW","",""
"Moeckly Contractor LLC","3701 NW 110th Ave, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 720-0804","YES","http://www.moecklycontractor.com/","5","2","general_contractor","NEW","",""
"Black Birch Homes and Design","110 Van Dorn St Suite G, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 418-1332","YES","https://birchdesignco.online/","5","6","general_contractor","NEW","",""
"Creekview Estates by D.R. Horton","1049 Hillside Pl, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 676-4976","YES","https://www.drhorton.com/iowa/des-moines/polk-city/creekview-estates?utm_source=googlemybusiness&utm_medium=organic&utm_content=365-61&utm_campaign=GMB","5","3","general_contractor","NEW","",""
"Burkett Construction, LLC","25 Ellefson Dr, De Soto, IA 50069, USA","De Soto","IA","50069","(515) 783-8860","YES","http://theburkettcompanies.com/","4.5","2","general_contractor","NEW","",""
"Lifestyle Development","601 E Southside Dr, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 314-3148","YES","http://lifestyledev.com/","4.2","5","general_contractor","NEW","",""
"Nicholson Brothers Construction","5517 W 124th St S, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 210-5778","NO","","5","1","general_contractor","NEW","",""
"Anderson Construction","112 Center Ave S, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 249-1685","NO","","N/A","0","general_contractor","NEW","",""
